artist_name,artist_nationality,artist_birth_year,artist_death_year,auction_house,auction_sale_id,auction_department,auction_location,auction_date,auction_currency,exchange_rate_to_usd,auction_lot_count,lot_id,lot_place_in_auction,lot_description,lot_link,work_title,work_medium,work_execution_year,work_dimensions,work_height,work_width,work_depth,work_measurement_unit,hammer_price,buyers_premium,estimate_low,estimate_high
Sol Lewitt,American,1928,2007,Christies,3057,Post-War & Contemporary,Amsterdam,2015-11-03T00:00:00,EUR,1.0976,245,54,-1,"Sol LeWitt (1928-2007)
Within a 58"" (147 cm) Circle, Brushstrokes in All Directions, in All Colors (predominantly dark)
signed and dated 's. lewitt 93' (lower right)
gouache on paper on paper
150.5 x 153 cm.
Executed in 1993",https://www.christies.com/lotfinder/drawings-watercolors/sol-lewitt-within-a-58-circle-5944721-details.aspx,"Within A 58"" (147 Cm) Circle, Brushstrokes In All Directions, In All Colors (Predominantly Dark)",watercolor,1993,"147 cm
150.5 x 153 cm",147,150.5,153,cm,130000,27500,50000,70000
Sol Lewitt,American,1928,2007,Christies,3057,Post-War & Contemporary,Amsterdam,2015-11-03T00:00:00,EUR,1.0976,245,56,-1,"Sol LeWitt (1928-2007)
Irregular Shape Horizontal
signed and dated 'Lewitt 1993' (lower right)
gouache on paper
154 x 152.5 cm.
Executed in 1993",https://www.christies.com/lotfinder/drawings-watercolors/sol-lewitt-irregular-shape-horizontal-5944723-details.aspx,Irregular Shape Horizontal,watercolor,1993,154 x 152.5 cm.,154,152.5,-1,cm,115000,24500,20000,30000
Sol Lewitt,American,1928,2007,Christies,3057,Post-War & Contemporary,Amsterdam,2015-11-03T00:00:00,EUR,1.0976,245,55,-1,"Sol LeWitt (1928-2007)
Cube, Trapezoid, Parallelogram, Pyramid (Design for The Hague)
each signed and dated 'Sol Lewitt 1989' (on the inside)
laminated wood slats, in four parts
each: 60 x 61 x 61 cm.
Executed in 1989, this work is based on the design from 1984 for the work that Sol LeWitt designed to be placed in front of the new extension by architecht Wim Quist of the Gemeentemuseum Den Haag, The Hague. The large scale sculptures have never been executed.",https://www.christies.com/lotfinder/sculptures-statues-figures/sol-lewitt-cube-trapezoid-parallelogram-5944722-details.aspx,"Cube, Trapezoid, Parallelogram, Pyramid (Design For The Hague)",sculpture,1989,60 x 61 x 61 cm,60,61,61,cm,80000,17500,50000,70000
Sol Lewitt,American,1928,2007,Christies,3057,Post-War & Contemporary,Amsterdam,2015-11-03T00:00:00,EUR,1.0976,245,130,-1,"Sol LeWitt (1928-2007)
Location of Points
signed, inscribed and dated 'SOL LEWITT/SPOLETO/DECEMBER 25, 1974' (lower right)
graphite and ink on paper
34 x 34 cm.
Executed in 1974",https://www.christies.com/lotfinder/drawings-watercolors/sol-lewitt-location-of-points-5944759-details.aspx,Location Of Points,drawing,1974,34 x 34 cm.,34,34,-1,cm,12000,3000,4000,6000
Sol Lewitt,American,1928,2007,Christies,3057,Post-War & Contemporary,Amsterdam,2015-11-03T00:00:00,EUR,1.0976,245,131,-1,"Sol LeWitt (1928-2007)
Lines of Ten Centimeters in Length from the Ends of other Lines
signed, inscribed and dated 'SOL LEWITT/SPOLETO/DECEMBER 28, 1974' (lower right); titled 'LINES OF TEN CENTIMETERS IN LENGTH FROM THE END OF OTHER LINES' (upper left)
graphite and ink on paper
34 x 34 cm.
Executed in 1974",https://www.christies.com/lotfinder/drawings-watercolors/sol-lewitt-lines-of-ten-centimeters-in-5944760-details.aspx,Lines Of Ten Centimeters In Length From The Ends Of Other Lines,drawing,1974,34 x 34 cm,34,34,-1,cm,20000,5000,4000,6000
Sol Lewitt,American,1928,2007,Christies,3057,Post-War & Contemporary,Amsterdam,2015-11-03T00:00:00,EUR,1.0976,245,154,-1,"Sol LeWitt (1928-2007)
2/2 Two Two-Part Pieces Using a Cube with Opposite Sites Removed
enamelled steel
30.5 x 44.5 x 15 cm.
Executed in 1968, this work is from an edition of thirty-five, published by Galerie Bischofsberger, Zurich",https://www.christies.com/lotfinder/sculptures-statues-figures/sol-lewitt-22-two-two-part-pieces-using-5944783-details.aspx,2/2 Two Two-Part Pieces Using A Cube With Opposite Sites Removed,sculpture,1968,30.5 x 44.5 x 15 cm.,30.5,44.5,15,cm,5000,1250,5000,7000
Sol Lewitt,American,1928,2007,Christies,3777,Prints & Multiples,New York,2015-10-27T00:00:00,USD,1,244,253,-1,"SOL LEWITT (1928-2007)
Cube without a Cube
painted wood multiple, 1996, signed in pencil, numbered 31/42, published by Gracie Mansion/Fred Dorfman Projects, New York, occasional scuffing, soiling and very minor paint loss (primarily at joints), otherwise in good condition, together with the original wooden box with printed name and title
Overall: 8 x 8 x 8 in. (203 x 203 mm.)",https://www.christies.com/lotfinder/prints-multiples/sol-lewitt-cube-without-a-cube-5940581-details.aspx,Cube Without A Cube,sculpture,1996,8 x 8 x 8 in (203 x 203 mm),203,203,-1,mm,12000,3000,12000,18000
Sol Lewitt,American,1928,2007,Phillips,NY030215,Prints & Multiples,New York,2015-10-26T00:00:00,USD,1,354,42,42,"{'medium': 'The complete set of 12 screenprints in colors, on Somerset Textured paper, with full margins,', 'dimensions': 'all I. 30 x 30 in. (76.2 x 76.2 cm)\r\nall S. 32 x 32 in. (81.3 x 81.3 cm)'}",https://www.phillips.com/detail/SOL-LEWITT/NY030215/42,Forms Derived From A Cube (Colors Superimposed),print,-1,"all I. 30 x 30 in. (76.2 x 76.2 cm)
all S. 32 x 32 in. (81.3 x 81.3 cm)",-1,-1,-1,cm,20000,5000,14000,18000
Sol Lewitt,American,1928,2007,Phillips,NY030215,Prints & Multiples,New York,2015-10-26T00:00:00,USD,1,354,184,184,"{'medium': 'Woodcut, on Kizuki Hanga paper, with full margins,', 'dimensions': 'I. 23 7/8 x 23 5/8 in. (60.6 x 60 cm)\r\nS. 28 x 29 in. (71.1 x 73.7 cm)'}",https://www.phillips.com/detail/SOL-LEWITT/NY030215/184,"Plate , From Five Forms Derived From A Cube",print,-1,"I. 23 7/8 x 23 5/8 in. (60.6 x 60 cm)
S. 28 x 29 in. (71.1 x 73.7 cm)",-1,-1,-1,cm,2000,500,2500,3500
Sol Lewitt,American,1928,2007,Phillips,NY030215,Prints & Multiples,New York,2015-10-26T00:00:00,USD,1,354,41,41,"{'medium': 'Baked enamel on steel,', 'dimensions': '11 x 11 x 11 in. (27.9 x 27.9 x 27.9 cm)'}",https://www.phillips.com/detail/SOL-LEWITT/NY030215/41,Untitled (Cube),sculpture,-1,11 x 11 x 11 in. (27.9 x 27.9 x 27.9 cm),27.9,27.9,27.9,cm,24000,6000,15000,25000
